Stn Id,Stn Name,CIMIS Region,Date,Jul,Max Air Temp (C),qc
6,Davis,Sacramento Valley,6/15/2021,166,31.3, 
6,Davis,Sacramento Valley,6/16/2021,167,35.6, 
6,Davis,Sacramento Valley,6/17/2021,168,39.7, 
6,Davis,Sacramento Valley,6/18/2021,169,40.6,Y
6,Davis,Sacramento Valley,6/19/2021,170,37.3, 
6,Davis,Sacramento Valley,6/20/2021,171,37.1, 
6,Davis,Sacramento Valley,6/21/2021,172,31.9, 
6,Davis,Sacramento Valley,6/22/2021,173,28.9, 
6,Davis,Sacramento Valley,6/23/2021,174,30.9, 
6,Davis,Sacramento Valley,6/24/2021,175,30.5, 
6,Davis,Sacramento Valley,6/25/2021,176,33.2, 
6,Davis,Sacramento Valley,6/26/2021,177,35.3, 
6,Davis,Sacramento Valley,6/27/2021,178,33.1, 
6,Davis,Sacramento Valley,6/28/2021,179,34.3, 
6,Davis,Sacramento Valley,6/29/2021,180,34, 
6,Davis,Sacramento Valley,6/30/2021,181,31.3, 
6,Davis,Sacramento Valley,7/1/2021,182,30.9, 
6,Davis,Sacramento Valley,7/2/2021,183,33, 
6,Davis,Sacramento Valley,7/3/2021,184,32.9, 
6,Davis,Sacramento Valley,7/4/2021,185,33, 
6,Davis,Sacramento Valley,7/5/2021,186,32.9, 
6,Davis,Sacramento Valley,7/6/2021,187,32.2, 
6,Davis,Sacramento Valley,7/7/2021,188,32.7, 
6,Davis,Sacramento Valley,7/8/2021,189,37.5, 
6,Davis,Sacramento Valley,7/9/2021,190,40.6,Y
6,Davis,Sacramento Valley,7/10/2021,191,42.1,Y
6,Davis,Sacramento Valley,7/11/2021,192,35.7, 
6,Davis,Sacramento Valley,7/12/2021,193,32, 
6,Davis,Sacramento Valley,7/13/2021,194,29.4, 
6,Davis,Sacramento Valley,7/14/2021,195,30.1, 
6,Davis,Sacramento Valley,7/15/2021,196,29, 
6,Davis,Sacramento Valley,7/16/2021,197,31.6, 
6,Davis,Sacramento Valley,7/17/2021,198,34.4, 
6,Davis,Sacramento Valley,7/18/2021,199,36.4, 
6,Davis,Sacramento Valley,7/19/2021,200,35.7, 
6,Davis,Sacramento Valley,7/20/2021,201,33, 
6,Davis,Sacramento Valley,7/21/2021,202,34.7, 
6,Davis,Sacramento Valley,7/22/2021,203,33.8, 
6,Davis,Sacramento Valley,7/23/2021,204,36.3, 
6,Davis,Sacramento Valley,7/24/2021,205,35.9, 
6,Davis,Sacramento Valley,7/25/2021,206,36.3, 
6,Davis,Sacramento Valley,7/26/2021,207,29, 
6,Davis,Sacramento Valley,7/27/2021,208,33.1, 
6,Davis,Sacramento Valley,7/28/2021,209,37.4, 
6,Davis,Sacramento Valley,7/29/2021,210,38.5, 
6,Davis,Sacramento Valley,7/30/2021,211,39.6, 
6,Davis,Sacramento Valley,7/31/2021,212,34.3, 
6,Davis,Sacramento Valley,8/1/2021,213,34.3, 
6,Davis,Sacramento Valley,8/2/2021,214,34, 
6,Davis,Sacramento Valley,8/3/2021,215,36, 
6,Davis,Sacramento Valley,8/4/2021,216,34.8, 
6,Davis,Sacramento Valley,8/5/2021,217,29.1, 
6,Davis,Sacramento Valley,8/6/2021,218,34.5, 
6,Davis,Sacramento Valley,8/7/2021,219,32, 
6,Davis,Sacramento Valley,8/8/2021,220,32.2, 
6,Davis,Sacramento Valley,8/9/2021,221,34.3, 
6,Davis,Sacramento Valley,8/10/2021,222,36.4, 
6,Davis,Sacramento Valley,8/11/2021,223,37.9, 
6,Davis,Sacramento Valley,8/12/2021,224,33.9, 
6,Davis,Sacramento Valley,8/13/2021,225,34.2, 
6,Davis,Sacramento Valley,8/14/2021,226,36.7, 
6,Davis,Sacramento Valley,8/15/2021,227,34.4, 
6,Davis,Sacramento Valley,8/16/2021,228,36.9, 
6,Davis,Sacramento Valley,8/17/2021,229,30.6, 
6,Davis,Sacramento Valley,8/18/2021,230,30.3, 
6,Davis,Sacramento Valley,8/19/2021,231,29.6, 
6,Davis,Sacramento Valley,8/20/2021,232,29, 
6,Davis,Sacramento Valley,8/21/2021,233,25,Y
6,Davis,Sacramento Valley,8/22/2021,234,28.6, 
6,Davis,Sacramento Valley,8/23/2021,235,28.6, 
6,Davis,Sacramento Valley,8/24/2021,236,29.9, 
6,Davis,Sacramento Valley,8/25/2021,237,30.3, 
6,Davis,Sacramento Valley,8/26/2021,238,36.1, 
6,Davis,Sacramento Valley,8/27/2021,239,36.4, 
6,Davis,Sacramento Valley,8/28/2021,240,37.6, 
6,Davis,Sacramento Valley,8/29/2021,241,38.1, 
6,Davis,Sacramento Valley,8/30/2021,242,36.4, 
6,Davis,Sacramento Valley,8/31/2021,243,31.8, 
6,Davis,Sacramento Valley,9/1/2021,244,25.9, 
6,Davis,Sacramento Valley,9/2/2021,245,27.6, 
6,Davis,Sacramento Valley,9/3/2021,246,31.1, 
6,Davis,Sacramento Valley,9/4/2021,247,34.1, 
6,Davis,Sacramento Valley,9/5/2021,248,36.4, 
6,Davis,Sacramento Valley,9/6/2021,249,37.9, 
6,Davis,Sacramento Valley,9/7/2021,250,39.6, 
6,Davis,Sacramento Valley,9/8/2021,251,39.9,Y
6,Davis,Sacramento Valley,9/9/2021,252,36.4, 
6,Davis,Sacramento Valley,9/10/2021,253,31.8, 
6,Davis,Sacramento Valley,9/11/2021,254,33.6, 
6,Davis,Sacramento Valley,9/12/2021,255,35.1, 
6,Davis,Sacramento Valley,9/13/2021,256,35.1, 
6,Davis,Sacramento Valley,9/14/2021,257,35.9, 
6,Davis,Sacramento Valley,9/15/2021,258,30.5, 
6,Davis,Sacramento Valley,9/16/2021,259,26.5, 
6,Davis,Sacramento Valley,9/17/2021,260,28.6, 
6,Davis,Sacramento Valley,9/18/2021,261,26, 
6,Davis,Sacramento Valley,9/19/2021,262,26.8, 
6,Davis,Sacramento Valley,9/20/2021,263,31.7, 
6,Davis,Sacramento Valley,9/21/2021,264,34.4, 
6,Davis,Sacramento Valley,9/22/2021,265,35.2, 
6,Davis,Sacramento Valley,9/23/2021,266,35.3, 
6,Davis,Sacramento Valley,9/24/2021,267,34.6, 
6,Davis,Sacramento Valley,9/25/2021,268,32.1, 
6,Davis,Sacramento Valley,9/26/2021,269,28.1, 
6,Davis,Sacramento Valley,9/27/2021,270,27.4, 
6,Davis,Sacramento Valley,9/28/2021,271,26.2, 
6,Davis,Sacramento Valley,9/29/2021,272,28.7, 
6,Davis,Sacramento Valley,9/30/2021,273,30.3, 
6,Davis,Sacramento Valley,10/1/2021,274,32.1, 
6,Davis,Sacramento Valley,10/2/2021,275,32.7, 
6,Davis,Sacramento Valley,10/3/2021,276,31.5, 
6,Davis,Sacramento Valley,10/4/2021,277,31.6, 
6,Davis,Sacramento Valley,10/5/2021,278,28.7, 
6,Davis,Sacramento Valley,10/6/2021,279,24.4, 
6,Davis,Sacramento Valley,10/7/2021,280,22.6, 
6,Davis,Sacramento Valley,10/8/2021,281,20.3, 
6,Davis,Sacramento Valley,10/9/2021,282,24, 
6,Davis,Sacramento Valley,10/10/2021,283,26.3, 
6,Davis,Sacramento Valley,10/11/2021,284,20.2, 
6,Davis,Sacramento Valley,10/12/2021,285,21, 
6,Davis,Sacramento Valley,10/13/2021,286,21.8, 
6,Davis,Sacramento Valley,10/14/2021,287,24.7, 
6,Davis,Sacramento Valley,10/15/2021,288,27, 
6,Davis,Sacramento Valley,10/16/2021,289,27.9, 
6,Davis,Sacramento Valley,10/17/2021,290,22.6, 
6,Davis,Sacramento Valley,10/18/2021,291,18.1, 
6,Davis,Sacramento Valley,10/19/2021,292,19.5, 
6,Davis,Sacramento Valley,10/20/2021,293,18.7, 
6,Davis,Sacramento Valley,10/21/2021,294,21.5, 
6,Davis,Sacramento Valley,10/22/2021,295,19.4, 
6,Davis,Sacramento Valley,10/23/2021,296,17.9, 
6,Davis,Sacramento Valley,10/24/2021,297,16, 
6,Davis,Sacramento Valley,10/25/2021,298,18.1, 
6,Davis,Sacramento Valley,10/26/2021,299,18, 
6,Davis,Sacramento Valley,10/27/2021,300,20.7, 
6,Davis,Sacramento Valley,10/28/2021,301,22.7, 
6,Davis,Sacramento Valley,10/29/2021,302,23, 
6,Davis,Sacramento Valley,10/30/2021,303,20.5, 
6,Davis,Sacramento Valley,10/31/2021,304,18.8, 
6,Davis,Sacramento Valley,11/1/2021,305,16.4, 
6,Davis,Sacramento Valley,11/2/2021,306,20.2, 
6,Davis,Sacramento Valley,11/3/2021,307,22.4, 
6,Davis,Sacramento Valley,11/4/2021,308,21.1, 
6,Davis,Sacramento Valley,11/5/2021,309,18.1, 
6,Davis,Sacramento Valley,11/6/2021,310,17.1, 
6,Davis,Sacramento Valley,11/7/2021,311,16.7, 
6,Davis,Sacramento Valley,11/8/2021,312,16.3, 
6,Davis,Sacramento Valley,11/9/2021,313,15.5, 
6,Davis,Sacramento Valley,11/10/2021,314,18.2, 
6,Davis,Sacramento Valley,11/11/2021,315,21.1, 
6,Davis,Sacramento Valley,11/12/2021,316,16.3, 
6,Davis,Sacramento Valley,11/13/2021,317,17.9, 
6,Davis,Sacramento Valley,11/14/2021,318,13.2, 
6,Davis,Sacramento Valley,11/15/2021,319,13.8, 
6,Davis,Sacramento Valley,11/16/2021,320,19, 
6,Davis,Sacramento Valley,11/17/2021,321,17.1, 
6,Davis,Sacramento Valley,11/18/2021,322,13.8, 
6,Davis,Sacramento Valley,11/19/2021,323,16.2, 
6,Davis,Sacramento Valley,11/20/2021,324,19.2, 
6,Davis,Sacramento Valley,11/21/2021,325,18.6, 
6,Davis,Sacramento Valley,11/22/2021,326,18, 
6,Davis,Sacramento Valley,11/23/2021,327,17.3, 
6,Davis,Sacramento Valley,11/24/2021,328,18.4, 
6,Davis,Sacramento Valley,11/25/2021,329,18.2, 
6,Davis,Sacramento Valley,11/26/2021,330,18.9, 
6,Davis,Sacramento Valley,11/27/2021,331,20.5, 
6,Davis,Sacramento Valley,11/28/2021,332,19.2, 
6,Davis,Sacramento Valley,11/29/2021,333,20, 
6,Davis,Sacramento Valley,11/30/2021,334,18.2, 
6,Davis,Sacramento Valley,12/1/2021,335,20.8, 
6,Davis,Sacramento Valley,12/2/2021,336,21.3, 
6,Davis,Sacramento Valley,12/3/2021,337,18.2, 
6,Davis,Sacramento Valley,12/4/2021,338,10.8, 
6,Davis,Sacramento Valley,12/5/2021,339,12.2, 
6,Davis,Sacramento Valley,12/6/2021,340,9.6, 
6,Davis,Sacramento Valley,12/7/2021,341,14.7, 
6,Davis,Sacramento Valley,12/8/2021,342,10.7, 
6,Davis,Sacramento Valley,12/9/2021,343,14.8, 
6,Davis,Sacramento Valley,12/10/2021,344,13.2, 
6,Davis,Sacramento Valley,12/11/2021,345,13.1, 
6,Davis,Sacramento Valley,12/12/2021,346,10.1, 
6,Davis,Sacramento Valley,12/13/2021,347,10.9, 
6,Davis,Sacramento Valley,12/14/2021,348,11.6, 
6,Davis,Sacramento Valley,12/15/2021,349,10.5, 
6,Davis,Sacramento Valley,12/16/2021,350,10.6, 
6,Davis,Sacramento Valley,12/17/2021,351,11.1, 
6,Davis,Sacramento Valley,12/18/2021,352,6, 
6,Davis,Sacramento Valley,12/19/2021,353,7.7, 
6,Davis,Sacramento Valley,12/20/2021,354,7.5, 
6,Davis,Sacramento Valley,12/21/2021,355,7.7, 
6,Davis,Sacramento Valley,12/22/2021,356,8.9, 
6,Davis,Sacramento Valley,12/23/2021,357,14.7, 
6,Davis,Sacramento Valley,12/24/2021,358,13.7, 
6,Davis,Sacramento Valley,12/25/2021,359,10.3, 
6,Davis,Sacramento Valley,12/26/2021,360,8.4, 
6,Davis,Sacramento Valley,12/27/2021,361,11.2, 
6,Davis,Sacramento Valley,12/28/2021,362,7.7, 
6,Davis,Sacramento Valley,12/29/2021,363,6.2, 
6,Davis,Sacramento Valley,12/30/2021,364,13, 
6,Davis,Sacramento Valley,12/31/2021,365,11.5, 
6,Davis,Sacramento Valley,1/1/2022,001,10, 
6,Davis,Sacramento Valley,1/2/2022,002,11.2, 
6,Davis,Sacramento Valley,1/3/2022,003,11.3, 
6,Davis,Sacramento Valley,1/4/2022,004,14.7, 
6,Davis,Sacramento Valley,1/5/2022,005,14.9, 
6,Davis,Sacramento Valley,1/6/2022,006,10.1, 
6,Davis,Sacramento Valley,1/7/2022,007,13.4, 
6,Davis,Sacramento Valley,1/8/2022,008,14.1, 
6,Davis,Sacramento Valley,1/9/2022,009,13.9, 
6,Davis,Sacramento Valley,1/10/2022,010,16.4, 
6,Davis,Sacramento Valley,1/11/2022,011,16.1, 
6,Davis,Sacramento Valley,1/12/2022,012,17.2, 
6,Davis,Sacramento Valley,1/13/2022,013,16.5, 
6,Davis,Sacramento Valley,1/14/2022,014,19.1, 
6,Davis,Sacramento Valley,1/15/2022,015,12.6, 
6,Davis,Sacramento Valley,1/16/2022,016,15.1, 
6,Davis,Sacramento Valley,1/17/2022,017,16.1, 
6,Davis,Sacramento Valley,1/18/2022,018,16.8, 
6,Davis,Sacramento Valley,1/19/2022,019,16.6, 
6,Davis,Sacramento Valley,1/20/2022,020,17.8, 
6,Davis,Sacramento Valley,1/21/2022,021,18.1, 
6,Davis,Sacramento Valley,1/22/2022,022,20.7, 
6,Davis,Sacramento Valley,1/23/2022,023,19.7, 
6,Davis,Sacramento Valley,1/24/2022,024,17, 
6,Davis,Sacramento Valley,1/25/2022,025,19.9, 
6,Davis,Sacramento Valley,1/26/2022,026,16.4, 
6,Davis,Sacramento Valley,1/27/2022,027,17, 
6,Davis,Sacramento Valley,1/28/2022,028,17.5, 
6,Davis,Sacramento Valley,1/29/2022,029,18.8, 
6,Davis,Sacramento Valley,1/30/2022,030,15.8, 
6,Davis,Sacramento Valley,1/31/2022,031,17.1, 
6,Davis,Sacramento Valley,2/1/2022,032,14.9, 
6,Davis,Sacramento Valley,2/2/2022,033,15.3, 
6,Davis,Sacramento Valley,2/3/2022,034,15.7, 
6,Davis,Sacramento Valley,2/4/2022,035,18.7, 
6,Davis,Sacramento Valley,2/5/2022,036,17.5, 
6,Davis,Sacramento Valley,2/6/2022,037,19.9, 
6,Davis,Sacramento Valley,2/7/2022,038,20.8, 
6,Davis,Sacramento Valley,2/8/2022,039,20.9, 
6,Davis,Sacramento Valley,2/9/2022,040,25,Y
6,Davis,Sacramento Valley,2/10/2022,041,22.8, 
6,Davis,Sacramento Valley,2/11/2022,042,23.9,Y
6,Davis,Sacramento Valley,2/12/2022,043,23.9,Y
6,Davis,Sacramento Valley,2/13/2022,044,24.8,Y
6,Davis,Sacramento Valley,2/14/2022,045,19.2, 
6,Davis,Sacramento Valley,2/15/2022,046,16.4, 
6,Davis,Sacramento Valley,2/16/2022,047,21.9, 
6,Davis,Sacramento Valley,2/17/2022,048,19.7, 
6,Davis,Sacramento Valley,2/18/2022,049,20.6, 
6,Davis,Sacramento Valley,2/19/2022,050,22.5, 
6,Davis,Sacramento Valley,2/20/2022,051,17.9, 
6,Davis,Sacramento Valley,2/21/2022,052,15.5, 
6,Davis,Sacramento Valley,2/22/2022,053,12.8, 
6,Davis,Sacramento Valley,2/23/2022,054,12.9, 
6,Davis,Sacramento Valley,2/24/2022,055,14.3, 
6,Davis,Sacramento Valley,2/25/2022,056,16.2, 
6,Davis,Sacramento Valley,2/26/2022,057,15.6, 
6,Davis,Sacramento Valley,2/27/2022,058,21.9, 
6,Davis,Sacramento Valley,2/28/2022,059,24.7,Y
6,Davis,Sacramento Valley,3/1/2022,060,24.6, 
6,Davis,Sacramento Valley,3/2/2022,061,23, 
6,Davis,Sacramento Valley,3/3/2022,062,15.1, 
6,Davis,Sacramento Valley,3/4/2022,063,19.5, 
6,Davis,Sacramento Valley,3/5/2022,064,13.5, 
6,Davis,Sacramento Valley,3/6/2022,065,17.8, 
6,Davis,Sacramento Valley,3/7/2022,066,20.4, 
6,Davis,Sacramento Valley,3/8/2022,067,23.6, 
6,Davis,Sacramento Valley,3/9/2022,068,21.8, 
6,Davis,Sacramento Valley,3/10/2022,069,19.6, 
6,Davis,Sacramento Valley,3/11/2022,070,22.3, 
6,Davis,Sacramento Valley,3/12/2022,071,21.5, 
6,Davis,Sacramento Valley,3/13/2022,072,19.6, 
6,Davis,Sacramento Valley,3/14/2022,073,22.2, 
6,Davis,Sacramento Valley,3/15/2022,074,21.9, 
6,Davis,Sacramento Valley,3/16/2022,075,22.7, 
6,Davis,Sacramento Valley,3/17/2022,076,23, 
6,Davis,Sacramento Valley,3/18/2022,077,22.7, 
6,Davis,Sacramento Valley,3/19/2022,078,18.2, 
6,Davis,Sacramento Valley,3/20/2022,079,21.6, 
6,Davis,Sacramento Valley,3/21/2022,080,27.4, 
6,Davis,Sacramento Valley,3/22/2022,081,29.6,Y
6,Davis,Sacramento Valley,3/23/2022,082,27.7, 
6,Davis,Sacramento Valley,3/24/2022,083,28.2, 
6,Davis,Sacramento Valley,3/25/2022,084,25.3, 
6,Davis,Sacramento Valley,3/26/2022,085,26.6, 
6,Davis,Sacramento Valley,3/27/2022,086,20, 
6,Davis,Sacramento Valley,3/28/2022,087,14.7, 
6,Davis,Sacramento Valley,3/29/2022,088,21.6, 
6,Davis,Sacramento Valley,3/30/2022,089,16, 
6,Davis,Sacramento Valley,3/31/2022,090,22.6, 
6,Davis,Sacramento Valley,4/1/2022,091,25.6, 
6,Davis,Sacramento Valley,4/2/2022,092,26.2, 
6,Davis,Sacramento Valley,4/3/2022,093,27.7, 
6,Davis,Sacramento Valley,4/4/2022,094,23.5, 
6,Davis,Sacramento Valley,4/5/2022,095,23.3, 
6,Davis,Sacramento Valley,4/6/2022,096,29.9, 
6,Davis,Sacramento Valley,4/7/2022,097,30.9,Y
6,Davis,Sacramento Valley,4/8/2022,098,31.5,Y
6,Davis,Sacramento Valley,4/9/2022,099,24.8, 
6,Davis,Sacramento Valley,4/10/2022,100,23.1, 
6,Davis,Sacramento Valley,4/11/2022,101,17.6, 
6,Davis,Sacramento Valley,4/12/2022,102,17.9, 
6,Davis,Sacramento Valley,4/13/2022,103,17.2, 
6,Davis,Sacramento Valley,4/14/2022,104,16.2, 
6,Davis,Sacramento Valley,4/15/2022,105,20.9, 
6,Davis,Sacramento Valley,4/16/2022,106,20.4, 
6,Davis,Sacramento Valley,4/17/2022,107,22.3, 
6,Davis,Sacramento Valley,4/18/2022,108,21.5, 
6,Davis,Sacramento Valley,4/19/2022,109,20.1, 
6,Davis,Sacramento Valley,4/20/2022,110,21.2, 
6,Davis,Sacramento Valley,4/21/2022,111,19.1, 
6,Davis,Sacramento Valley,4/22/2022,112,19.4, 
6,Davis,Sacramento Valley,4/23/2022,113,24.8, 
6,Davis,Sacramento Valley,4/24/2022,114,26.9, 
6,Davis,Sacramento Valley,4/25/2022,115,27.1, 
6,Davis,Sacramento Valley,4/26/2022,116,25.4, 
6,Davis,Sacramento Valley,4/27/2022,117,24.4, 
6,Davis,Sacramento Valley,4/28/2022,118,21.7, 
6,Davis,Sacramento Valley,4/29/2022,119,26.5, 
6,Davis,Sacramento Valley,4/30/2022,120,27, 
6,Davis,Sacramento Valley,5/1/2022,121,27.3, 
6,Davis,Sacramento Valley,5/2/2022,122,23.1, 
6,Davis,Sacramento Valley,5/3/2022,123,27.3, 
6,Davis,Sacramento Valley,5/4/2022,124,30.5, 
6,Davis,Sacramento Valley,5/5/2022,125,22.9, 
6,Davis,Sacramento Valley,5/6/2022,126,25, 
6,Davis,Sacramento Valley,5/7/2022,127,23.4, 
6,Davis,Sacramento Valley,5/8/2022,128,18.9, 
6,Davis,Sacramento Valley,5/9/2022,129,17.8, 
6,Davis,Sacramento Valley,5/10/2022,130,15.4,Y
6,Davis,Sacramento Valley,5/11/2022,131,21.8, 
6,Davis,Sacramento Valley,5/12/2022,132,23.6, 
6,Davis,Sacramento Valley,5/13/2022,133,27.4, 
6,Davis,Sacramento Valley,5/14/2022,134,31.9, 
6,Davis,Sacramento Valley,5/15/2022,135,32.1, 
6,Davis,Sacramento Valley,5/16/2022,136,28.5, 
6,Davis,Sacramento Valley,5/17/2022,137,32.6, 
6,Davis,Sacramento Valley,5/18/2022,138,36.3, 
6,Davis,Sacramento Valley,5/19/2022,139,32.1, 
6,Davis,Sacramento Valley,5/20/2022,140,27.2, 
6,Davis,Sacramento Valley,5/21/2022,141,30.2, 
6,Davis,Sacramento Valley,5/22/2022,142,31.6, 
6,Davis,Sacramento Valley,5/23/2022,143,34.1, 
6,Davis,Sacramento Valley,5/24/2022,144,36.1, 
6,Davis,Sacramento Valley,5/25/2022,145,36.9, 
6,Davis,Sacramento Valley,5/26/2022,146,27.2, 
6,Davis,Sacramento Valley,5/27/2022,147,27.5, 
6,Davis,Sacramento Valley,5/28/2022,148,25.7, 
6,Davis,Sacramento Valley,5/29/2022,149,26.9, 
6,Davis,Sacramento Valley,5/30/2022,150,27.5, 
6,Davis,Sacramento Valley,5/31/2022,151,30.4, 
6,Davis,Sacramento Valley,6/1/2022,152,33, 
6,Davis,Sacramento Valley,6/2/2022,153,32.7, 
6,Davis,Sacramento Valley,6/3/2022,154,28.8, 
6,Davis,Sacramento Valley,6/4/2022,155,25.1, 
6,Davis,Sacramento Valley,6/5/2022,156,26.1, 
6,Davis,Sacramento Valley,6/6/2022,157,30.6, 
6,Davis,Sacramento Valley,6/7/2022,158,33.2, 
6,Davis,Sacramento Valley,6/8/2022,159,32.3, 
6,Davis,Sacramento Valley,6/9/2022,160,35.9, 
